Linea;PK;Longitud;Latitud
40;253390;-1.948.628;39.563.695
40;253400;-1.948.577;39.563.614
40;253410;-1.948.526;39.563.533
40;253420;-1.948.474;39.563.453
40;253430;-1.948.422;39.563.372
40;253440;-1.948.370;39.563.291
40;253450;-1.948.317;39.563.211
40;253460;-1.948.265;39.563.130
40;253470;-1.948.213;39.563.050
40;253480;-1.948.161;39.562.969
40;253490;-1.948.109;39.562.889
40;253500;-1.948.056;39.562.808
40;253510;-1.948.003;39.562.728
40;253520;-1.947.950;39.562.648
40;253530;-1.947.897;39.562.568
40;253540;-1.947.843;39.562.488
40;253550;-1.947.790;39.562.408
40;253560;-1.947.737;39.562.327
40;253570;-1.947.684;39.562.247
40;253580;-1.947.630;39.562.168
40;253590;-1.947.576;39.562.088
40;253600;-1.947.521;39.562.008
40;253610;-1.947.467;39.561.928
40;253620;-1.947.413;39.561.849
40;253630;-1.947.359;39.561.769
40;253640;-1.947.305;39.561.689
40;253650;-1.947.250;39.561.609
40;253660;-1.947.195;39.561.530
40;253670;-1.947.140;39.561.451
40;253680;-1.947.085;39.561.371
40;253690;-1.947.030;39.561.292
40;253700;-1.946.974;39.561.213
40;253710;-1.946.919;39.561.133
40;253720;-1.946.864;39.561.054
40;253730;-1.946.809;39.560.975
40;253740;-1.946.752;39.560.896
40;253750;-1.946.696;39.560.817
40;253760;-1.946.640;39.560.738
40;253770;-1.946.584;39.560.659
40;253780;-1.946.527;39.560.580
40;253790;-1.946.471;39.560.502
40;253800;-1.946.415;39.560.423
40;253810;-1.946.358;39.560.344
40;253820;-1.946.301;39.560.266
40;253830;-1.946.244;39.560.187
40;253840;-1.946.187;39.560.109
40;253850;-1.946.130;39.560.030
40;253860;-1.946.072;39.559.952
40;253870;-1.946.015;39.559.873
40;253880;-1.945.958;39.559.795
40;253890;-1.945.900;39.559.717
40;253900;-1.945.842;39.559.639
40;253910;-1.945.784;39.559.561
40;253920;-1.945.725;39.559.483
40;253930;-1.945.667;39.559.405
40;253940;-1.945.609;39.559.327
40;253950;-1.945.551;39.559.249
40;253960;-1.945.492;39.559.171
40;253970;-1.945.434;39.559.093
40;253980;-1.945.374;39.559.015
40;253990;-1.945.315;39.558.938
40;254000;-1.945.256;39.558.860
40;254010;-1.945.197;39.558.783
40;254020;-1.945.137;39.558.705
40;254030;-1.945.078;39.558.627
40;254040;-1.945.019;39.558.550
40;254050;-1.944.959;39.558.473
40;254060;-1.944.899;39.558.396
40;254070;-1.944.839;39.558.318
40;254080;-1.944.778;39.558.241
40;254090;-1.944.718;39.558.164
40;254100;-1.944.658;39.558.087
40;254110;-1.944.597;39.558.010
40;254120;-1.944.537;39.557.933
40;254130;-1.944.476;39.557.856
40;254140;-1.944.415;39.557.780
40;254150;-1.944.354;39.557.703
40;254160;-1.944.293;39.557.626
40;254170;-1.944.231;39.557.550
40;254180;-1.944.170;39.557.473
40;254190;-1.944.109;39.557.397
40;254200;-1.944.048;39.557.320
40;254210;-1.943.986;39.557.244
40;254220;-1.943.923;39.557.168
