Linea;PK;Longitud;Latitud
40;173585;-2.373838;40.048212
40;173586;-2.373827;40.048209
40;173587;-2.373816;40.048207
40;173588;-2.373805;40.048204
40;173589;-2.373793;40.048202
40;173590;-2.373782;40.048199
40;173591;-2.373771;40.048197
40;173592;-2.373760;40.048194
40;173593;-2.373748;40.048192
40;173594;-2.373737;40.048189
40;173595;-2.373726;40.048187
40;173596;-2.373715;40.048184
40;173597;-2.373703;40.048182
40;173598;-2.373692;40.048179
40;173599;-2.373681;40.048177
40;173600;-2.373670;40.048174
40;173601;-2.373658;40.048172
40;173602;-2.373647;40.048169
40;173603;-2.373636;40.048167
40;173604;-2.373624;40.048164
40;173605;-2.373613;40.048162
40;173606;-2.373602;40.048159
40;173607;-2.373591;40.048157
40;173608;-2.373579;40.048154
40;173609;-2.373568;40.048152
40;173610;-2.373557;40.048149
40;173611;-2.373546;40.048147
40;173612;-2.373534;40.048144
40;173613;-2.373523;40.048142
40;173614;-2.373512;40.048139
40;173615;-2.373501;40.048137
40;173616;-2.373489;40.048134
40;173617;-2.373478;40.048132
40;173618;-2.373467;40.048129
40;173619;-2.373456;40.048127
40;173620;-2.373444;40.048124
40;173621;-2.373433;40.048122
40;173622;-2.373422;40.048119
40;173623;-2.373410;40.048117
40;173624;-2.373399;40.048114
40;173625;-2.373388;40.048112
40;173626;-2.373377;40.048109
40;173627;-2.373366;40.048107
40;173628;-2.373354;40.048104
40;173629;-2.373343;40.048102
40;173630;-2.373332;40.048099
40;173631;-2.373321;40.048096
40;173632;-2.373309;40.048094
40;173633;-2.373298;40.048091
40;173634;-2.373287;40.048089
40;173635;-2.373276;40.048086
40;173636;-2.373264;40.048084
40;173637;-2.373253;40.048081
40;173638;-2.373242;40.048078
40;173639;-2.373231;40.048076
40;173640;-2.373219;40.048073
40;173641;-2.373208;40.048071
40;173642;-2.373197;40.048068
40;173643;-2.373186;40.048066
40;173644;-2.373174;40.048063
40;173645;-2.373163;40.048061
40;173646;-2.373152;40.048058
40;173647;-2.373141;40.048055
40;173648;-2.373130;40.048053
40;173649;-2.373118;40.048050
40;173650;-2.373107;40.048048
40;173651;-2.373096;40.048045
40;173652;-2.373085;40.048043
40;173653;-2.373073;40.048040
40;173654;-2.373062;40.048037
40;173655;-2.373051;40.048035
40;173656;-2.373040;40.048032
40;173657;-2.373028;40.048030
40;173658;-2.373017;40.048027
40;173659;-2.373006;40.048025
40;173660;-2.372995;40.048022
40;173661;-2.372983;40.048019
40;173662;-2.372972;40.048017
40;173663;-2.372961;40.048014
40;173664;-2.372950;40.048012
40;173665;-2.372939;40.048009
40;173666;-2.372927;40.048007
40;173667;-2.372916;40.048004
40;173668;-2.372905;40.048001
40;173669;-2.372894;40.047999
40;173670;-2.372882;40.047996
40;173671;-2.372871;40.047994
40;173672;-2.372860;40.047991
40;173673;-2.372849;40.047989
40;173674;-2.372837;40.047986
40;173675;-2.372826;40.047983
40;173676;-2.372815;40.047981
40;173677;-2.372804;40.047978
40;173678;-2.372793;40.047976
40;173679;-2.372781;40.047973
40;173680;-2.372770;40.047970
40;173681;-2.372759;40.047968
40;173682;-2.372748;40.047965
40;173683;-2.372736;40.047962
40;173684;-2.372725;40.047960
40;173685;-2.372714;40.047957
40;173686;-2.372703;40.047954
40;173687;-2.372692;40.047952
40;173688;-2.372680;40.047949
40;173689;-2.372669;40.047947
40;173690;-2.372658;40.047944
40;173691;-2.372647;40.047941
40;173692;-2.372636;40.047939
40;173693;-2.372624;40.047936
40;173694;-2.372613;40.047933
40;173695;-2.372602;40.047931
40;173696;-2.372591;40.047928
40;173697;-2.372580;40.047926
40;173698;-2.372568;40.047923
40;173699;-2.372557;40.047920
40;173700;-2.372546;40.047918
40;173701;-2.372535;40.047915
40;173702;-2.372523;40.047912
40;173703;-2.372512;40.047910
40;173704;-2.372501;40.047907
40;173705;-2.372490;40.047904
40;173706;-2.372479;40.047902
40;173707;-2.372467;40.047899
40;173708;-2.372456;40.047897
40;173709;-2.372445;40.047894
40;173710;-2.372434;40.047891
40;173711;-2.372423;40.047889
40;173712;-2.372411;40.047886
40;173713;-2.372400;40.047883
40;173714;-2.372389;40.047881
40;173715;-2.372378;40.047878
40;173716;-2.372367;40.047875
40;173717;-2.372355;40.047873
40;173718;-2.372344;40.047870
40;173719;-2.372333;40.047868
40;173720;-2.372322;40.047865
40;173721;-2.372310;40.047862
40;173722;-2.372299;40.047860
40;173723;-2.372288;40.047857
40;173724;-2.372277;40.047854
40;173725;-2.372266;40.047852
40;173726;-2.372254;40.047849
40;173727;-2.372243;40.047846
40;173728;-2.372232;40.047844
40;173729;-2.372221;40.047841
40;173730;-2.372210;40.047838
40;173731;-2.372199;40.047836
40;173732;-2.372187;40.047833
40;173733;-2.372176;40.047830
40;173734;-2.372165;40.047827
40;173735;-2.372154;40.047825
40;173736;-2.372143;40.047822
40;173737;-2.372131;40.047819
40;173738;-2.372120;40.047817
40;173739;-2.372109;40.047814
40;173740;-2.372098;40.047811
40;173741;-2.372087;40.047809
40;173742;-2.372075;40.047806
40;173743;-2.372064;40.047803
40;173744;-2.372053;40.047800
40;173745;-2.372042;40.047798
40;173746;-2.372031;40.047795
40;173747;-2.372020;40.047792
40;173748;-2.372008;40.047790
40;173749;-2.371997;40.047787
40;173750;-2.371986;40.047784
40;173751;-2.371975;40.047782
40;173752;-2.371964;40.047779
40;173753;-2.371952;40.047776
40;173754;-2.371941;40.047773
40;173755;-2.371930;40.047771
40;173756;-2.371919;40.047768
40;173757;-2.371908;40.047765
40;173758;-2.371897;40.047763
40;173759;-2.371885;40.047760
40;173760;-2.371874;40.047757
40;173761;-2.371863;40.047754
40;173762;-2.371852;40.047752
40;173763;-2.371841;40.047749
40;173764;-2.371829;40.047746
40;173765;-2.371818;40.047744
40;173766;-2.371807;40.047741
40;173767;-2.371796;40.047738
40;173768;-2.371785;40.047736
40;173769;-2.371774;40.047733
40;173770;-2.371762;40.047730
40;173771;-2.371751;40.047727
40;173772;-2.371740;40.047725
40;173773;-2.371729;40.047722
40;173774;-2.371718;40.047719
40;173775;-2.371706;40.047717
40;173776;-2.371695;40.047714
40;173777;-2.371684;40.047711
40;173778;-2.371673;40.047708
40;173779;-2.371662;40.047706
40;173780;-2.371651;40.047703
40;173781;-2.371639;40.047700
40;173782;-2.371628;40.047697
40;173783;-2.371617;40.047695
40;173784;-2.371606;40.047692
40;173785;-2.371595;40.047689
40;173786;-2.371584;40.047686
40;173787;-2.371573;40.047684
40;173788;-2.371561;40.047681
40;173789;-2.371550;40.047678
40;173790;-2.371539;40.047675
40;173791;-2.371528;40.047672
40;173792;-2.371517;40.047670
40;173793;-2.371506;40.047667
40;173794;-2.371494;40.047664
40;173795;-2.371483;40.047661
40;173796;-2.371472;40.047659
40;173797;-2.371461;40.047656
40;173798;-2.371450;40.047653
40;173799;-2.371439;40.047650
40;173800;-2.371428;40.047648
40;173801;-2.371416;40.047645
40;173802;-2.371405;40.047642
40;173803;-2.371394;40.047639
40;173804;-2.371383;40.047636
40;173805;-2.371372;40.047634
40;173806;-2.371361;40.047631
40;173807;-2.371349;40.047628
40;173808;-2.371338;40.047625
40;173809;-2.371327;40.047623
40;173810;-2.371316;40.047620
40;173811;-2.371305;40.047617
40;173812;-2.371294;40.047614
40;173813;-2.371282;40.047612
40;173814;-2.371271;40.047609
40;173815;-2.371260;40.047606
40;173816;-2.371249;40.047603
40;173817;-2.371238;40.047600
40;173818;-2.371227;40.047598
40;173819;-2.371216;40.047595
40;173820;-2.371204;40.047592
40;173821;-2.371193;40.047589
40;173822;-2.371182;40.047587
40;173823;-2.371171;40.047584
40;173824;-2.371160;40.047581
40;173825;-2.371149;40.047578
40;173826;-2.371137;40.047576
40;173827;-2.371126;40.047573
40;173828;-2.371115;40.047570
40;173829;-2.371104;40.047567
40;173830;-2.371093;40.047564
40;173831;-2.371082;40.047561
40;173832;-2.371071;40.047559
40;173833;-2.371060;40.047556
40;173834;-2.371048;40.047553
40;173835;-2.371037;40.047550
40;173836;-2.371026;40.047547
40;173837;-2.371015;40.047544
40;173838;-2.371004;40.047542
40;173839;-2.370993;40.047539
40;173840;-2.370982;40.047536
40;173841;-2.370971;40.047533
40;173842;-2.370959;40.047530
40;173843;-2.370948;40.047527
40;173844;-2.370937;40.047525
40;173845;-2.370926;40.047522
40;173846;-2.370915;40.047519
40;173847;-2.370904;40.047516
40;173848;-2.370893;40.047513
40;173849;-2.370882;40.047510
40;173850;-2.370870;40.047508
40;173851;-2.370859;40.047505
40;173852;-2.370848;40.047502
40;173853;-2.370837;40.047499
40;173854;-2.370826;40.047496
40;173855;-2.370815;40.047493
40;173856;-2.370804;40.047491
40;173857;-2.370793;40.047488
40;173858;-2.370781;40.047485
40;173859;-2.370770;40.047482
40;173860;-2.370759;40.047479
40;173861;-2.370748;40.047476
40;173862;-2.370737;40.047474
40;173863;-2.370726;40.047471
40;173864;-2.370715;40.047468
40;173865;-2.370703;40.047465
40;173866;-2.370692;40.047462
40;173867;-2.370681;40.047459
40;173868;-2.370670;40.047456
40;173869;-2.370659;40.047454
