Linea;PK;Longitud;Latitud
42;249310;-1.958.103;39.599.340
42;249320;-1.958.111;39.599.250
42;249330;-1.958.119;39.599.160
42;249340;-1.958.127;39.599.071
42;249350;-1.958.135;39.598.981
42;249360;-1.958.143;39.598.891
42;249370;-1.958.152;39.598.801
42;249380;-1.958.161;39.598.711
42;249390;-1.958.170;39.598.621
42;249400;-1.958.179;39.598.531
42;249410;-1.958.188;39.598.442
42;249420;-1.958.197;39.598.352
42;249430;-1.958.206;39.598.262
42;249440;-1.958.215;39.598.172
42;249450;-1.958.225;39.598.082
42;249460;-1.958.236;39.597.993
42;249470;-1.958.246;39.597.903
42;249480;-1.958.256;39.597.813
42;249490;-1.958.266;39.597.723
42;249500;-1.958.276;39.597.633
42;249510;-1.958.286;39.597.544
42;249520;-1.958.296;39.597.454
42;249530;-1.958.307;39.597.364
42;249540;-1.958.318;39.597.275
42;249550;-1.958.329;39.597.185
42;249560;-1.958.341;39.597.095
42;249570;-1.958.352;39.597.005
42;249580;-1.958.363;39.596.916
42;249590;-1.958.374;39.596.826
42;249600;-1.958.385;39.596.736
42;249610;-1.958.397;39.596.647
42;249620;-1.958.409;39.596.557
42;249630;-1.958.421;39.596.467
42;249640;-1.958.434;39.596.378
42;249650;-1.958.446;39.596.288
42;249660;-1.958.458;39.596.199
42;249670;-1.958.470;39.596.109
42;249680;-1.958.483;39.596.019
42;249690;-1.958.495;39.595.930
42;249700;-1.958.508;39.595.840
42;249710;-1.958.521;39.595.751
42;249720;-1.958.534;39.595.661
42;249730;-1.958.547;39.595.572
42;249740;-1.958.561;39.595.482
42;249750;-1.958.574;39.595.393
42;249760;-1.958.588;39.595.303
42;249770;-1.958.602;39.595.214
42;249780;-1.958.616;39.595.124
42;249790;-1.958.630;39.595.035
42;249800;-1.958.644;39.594.945
42;249810;-1.958.658;39.594.856
42;249820;-1.958.671;39.594.766
42;249830;-1.958.685;39.594.677
42;249840;-1.958.699;39.594.587
42;249850;-1.958.714;39.594.498
42;249860;-1.958.728;39.594.409
42;249870;-1.958.742;39.594.319
42;249880;-1.958.756;39.594.230
42;249890;-1.958.770;39.594.140
42;249900;-1.958.784;39.594.051
42;249910;-1.958.799;39.593.961
42;249920;-1.958.813;39.593.872
42;249930;-1.958.827;39.593.783
42;249940;-1.958.841;39.593.693
42;249950;-1.958.855;39.593.604
42;249960;-1.958.869;39.593.514
42;249970;-1.958.884;39.593.425
42;249980;-1.958.898;39.593.335
42;249990;-1.958.912;39.593.246
42;250000;-1.958.926;39.593.156
42;250010;-1.958.940;39.593.067
42;250020;-1.958.954;39.592.978
42;250030;-1.958.968;39.592.888
42;250040;-1.958.983;39.592.799
42;250050;-1.958.997;39.592.709
42;250060;-1.959.011;39.592.620
42;250070;-1.959.025;39.592.530
42;250080;-1.959.039;39.592.441
42;250090;-1.959.053;39.592.352
42;250100;-1.959.068;39.592.262
42;250110;-1.959.082;39.592.173
42;250120;-1.959.096;39.592.083
42;250130;-1.959.110;39.591.994
42;250140;-1.959.124;39.591.904
42;250150;-1.959.138;39.591.815
42;250160;-1.959.153;39.591.726
42;250170;-1.959.167;39.591.636
42;250180;-1.959.181;39.591.547
42;250190;-1.959.195;39.591.457
42;250200;-1.959.209;39.591.368
42;250210;-1.959.223;39.591.278
42;250220;-1.959.237;39.591.189
42;250230;-1.959.252;39.591.100
42;250240;-1.959.266;39.591.010
42;250250;-1.959.280;39.590.921
42;250260;-1.959.294;39.590.831
42;250270;-1.959.308;39.590.742
42;250280;-1.959.322;39.590.652
42;250290;-1.959.337;39.590.563
42;250300;-1.959.351;39.590.474
42;250310;-1.959.365;39.590.384
42;250320;-1.959.379;39.590.295
42;250330;-1.959.393;39.590.205
42;250340;-1.959.407;39.590.116
42;250350;-1.959.421;39.590.026
42;250360;-1.959.436;39.589.937
42;250370;-1.959.450;39.589.848
42;250380;-1.959.464;39.589.758
42;250390;-1.959.478;39.589.669
42;250400;-1.959.492;39.589.579
42;250410;-1.959.506;39.589.490
42;250420;-1.959.521;39.589.400
42;250430;-1.959.535;39.589.311
42;250440;-1.959.549;39.589.222
42;250450;-1.959.563;39.589.132
42;250460;-1.959.577;39.589.043
42;250470;-1.959.591;39.588.953
42;250480;-1.959.606;39.588.864
42;250490;-1.959.620;39.588.774
42;250500;-1.959.634;39.588.685
42;250510;-1.959.649;39.588.596
42;250520;-1.959.664;39.588.506
42;250530;-1.959.678;39.588.417
42;250540;-1.959.693;39.588.327
42;250550;-1.959.708;39.588.238
42;250560;-1.959.723;39.588.149
42;250570;-1.959.739;39.588.060
42;250580;-1.959.755;39.587.970
42;250590;-1.959.771;39.587.881
42;250600;-1.959.787;39.587.792
42;250610;-1.959.804;39.587.703
42;250620;-1.959.821;39.587.614
42;250630;-1.959.838;39.587.524
42;250640;-1.959.856;39.587.435
42;250650;-1.959.875;39.587.346
42;250660;-1.959.893;39.587.258
42;250670;-1.959.912;39.587.169
42;250680;-1.959.930;39.587.080
42;250690;-1.959.951;39.586.991
42;250700;-1.959.971;39.586.902
42;250710;-1.959.991;39.586.813
42;250720;-1.960.012;39.586.725
42;250730;-1.960.032;39.586.636
42;250740;-1.960.055;39.586.548
42;250750;-1.960.077;39.586.459
42;250760;-1.960.099;39.586.371
42;250770;-1.960.121;39.586.282
42;250780;-1.960.144;39.586.194
42;250790;-1.960.168;39.586.106
42;250800;-1.960.192;39.586.018
42;250810;-1.960.215;39.585.929
42;250820;-1.960.241;39.585.841
42;250830;-1.960.266;39.585.753
42;250840;-1.960.291;39.585.666
42;250850;-1.960.316;39.585.578
42;250860;-1.960.342;39.585.490
42;250870;-1.960.368;39.585.402
42;250880;-1.960.395;39.585.314
42;250890;-1.960.422;39.585.227
42;250900;-1.960.449;39.585.139
42;250910;-1.960.475;39.585.051
42;250920;-1.960.502;39.584.964
42;250930;-1.960.530;39.584.876
42;250940;-1.960.557;39.584.788
42;250950;-1.960.585;39.584.701
42;250960;-1.960.613;39.584.613
42;250970;-1.960.640;39.584.526
42;250980;-1.960.668;39.584.438
42;250990;-1.960.695;39.584.351
42;251000;-1.960.723;39.584.263
42;251010;-1.960.751;39.584.176
42;251020;-1.960.779;39.584.088
42;251030;-1.960.806;39.584.001
42;251040;-1.960.834;39.583.913
42;251050;-1.960.862;39.583.826
42;251060;-1.960.890;39.583.738
42;251070;-1.960.917;39.583.651
42;251080;-1.960.945;39.583.563
42;251090;-1.960.973;39.583.476
42;251100;-1.961.001;39.583.388
42;251110;-1.961.028;39.583.301
42;251120;-1.961.056;39.583.213
42;251130;-1.961.084;39.583.126
42;251140;-1.961.112;39.583.038
42;251150;-1.961.139;39.582.951
42;251160;-1.961.167;39.582.863
42;251170;-1.961.195;39.582.776
42;251180;-1.961.223;39.582.688
42;251190;-1.961.250;39.582.601
42;251200;-1.961.278;39.582.513
42;251210;-1.961.306;39.582.426
42;251220;-1.961.333;39.582.338
42;251230;-1.961.361;39.582.251
42;251240;-1.961.388;39.582.163
42;251250;-1.961.415;39.582.075
42;251260;-1.961.442;39.581.988
42;251270;-1.961.469;39.581.900
42;251280;-1.961.496;39.581.812
42;251290;-1.961.522;39.581.725
42;251300;-1.961.548;39.581.637
42;251310;-1.961.574;39.581.549
42;251320;-1.961.599;39.581.461
42;251330;-1.961.624;39.581.373
42;251340;-1.961.649;39.581.285
42;251350;-1.961.674;39.581.197
42;251360;-1.961.698;39.581.109
42;251370;-1.961.722;39.581.021
42;251380;-1.961.745;39.580.932
42;251390;-1.961.768;39.580.844
42;251400;-1.961.791;39.580.756
42;251410;-1.961.814;39.580.668
42;251420;-1.961.837;39.580.579
42;251430;-1.961.858;39.580.491
42;251440;-1.961.880;39.580.402
42;251450;-1.961.901;39.580.313
42;251460;-1.961.922;39.580.225
42;251470;-1.961.944;39.580.136
42;251480;-1.961.964;39.580.047
42;251490;-1.961.984;39.579.959
42;251500;-1.962.003;39.579.870
42;251510;-1.962.022;39.579.781
42;251520;-1.962.041;39.579.692
42;251530;-1.962.060;39.579.603
42;251540;-1.962.078;39.579.514
42;251550;-1.962.097;39.579.425
42;251560;-1.962.115;39.579.336
42;251570;-1.962.133;39.579.247
42;251580;-1.962.150;39.579.158
42;251590;-1.962.168;39.579.069
42;251600;-1.962.185;39.578.980
42;251610;-1.962.203;39.578.891
42;251620;-1.962.220;39.578.802
42;251630;-1.962.238;39.578.713
42;251640;-1.962.252;39.578.623
42;251650;-1.962.265;39.578.534
42;251660;-1.962.279;39.578.444
42;251670;-1.962.292;39.578.355
42;251680;-1.962.305;39.578.265
42;251690;-1.962.318;39.578.176
42;251700;-1.962.332;39.578.086
42;251710;-1.962.349;39.577.997
42;251720;-1.962.366;39.577.908
42;251730;-1.962.383;39.577.819
42;251740;-1.962.401;39.577.730
42;251750;-1.962.418;39.577.641
42;251760;-1.962.435;39.577.552
42;251770;-1.962.453;39.577.463
42;251780;-1.962.470;39.577.374
42;251790;-1.962.487;39.577.284
42;251800;-1.962.504;39.577.195
42;251810;-1.962.522;39.577.106
42;251820;-1.962.539;39.577.017
42;251830;-1.962.556;39.576.928
42;251840;-1.962.573;39.576.839
42;251850;-1.962.591;39.576.750
42;251860;-1.962.608;39.576.661
42;251870;-1.962.625;39.576.572
42;251880;-1.962.643;39.576.483
42;251890;-1.962.660;39.576.393
42;251900;-1.962.677;39.576.304
42;251910;-1.962.694;39.576.215
42;251920;-1.962.712;39.576.126
42;251930;-1.962.729;39.576.037
42;251940;-1.962.746;39.575.948
42;251950;-1.962.763;39.575.859
42;251960;-1.962.781;39.575.770
42;251970;-1.962.798;39.575.681
42;251980;-1.962.815;39.575.592
42;251990;-1.962.833;39.575.502
42;252000;-1.962.850;39.575.413
42;252010;-1.962.867;39.575.324
42;252020;-1.962.884;39.575.235
42;252030;-1.962.902;39.575.146
42;252040;-1.962.919;39.575.057
42;252050;-1.962.936;39.574.968
42;252060;-1.962.953;39.574.879
42;252070;-1.962.971;39.574.790
42;252080;-1.962.988;39.574.701
42;252090;-1.963.005;39.574.611
42;252100;-1.963.023;39.574.522
42;252110;-1.963.040;39.574.433
42;252120;-1.963.057;39.574.344
42;252130;-1.963.074;39.574.255
42;252140;-1.963.092;39.574.166
42;252150;-1.963.109;39.574.077
42;252160;-1.963.126;39.573.988
42;252170;-1.963.143;39.573.899
42;252180;-1.963.161;39.573.810
42;252190;-1.963.178;39.573.720
42;252200;-1.963.195;39.573.631
42;252210;-1.963.213;39.573.542
42;252220;-1.963.230;39.573.453
42;252230;-1.963.247;39.573.364
42;252240;-1.963.264;39.573.275
42;252250;-1.963.282;39.573.186
42;252260;-1.963.299;39.573.097
42;252270;-1.963.316;39.573.008
42;252280;-1.963.333;39.572.919
42;252290;-1.963.351;39.572.830
42;252300;-1.963.368;39.572.740
42;252310;-1.963.385;39.572.651
42;252320;-1.963.402;39.572.562
42;252330;-1.963.420;39.572.473
42;252340;-1.963.437;39.572.384
42;252350;-1.963.454;39.572.295
42;252360;-1.963.472;39.572.206
42;252370;-1.963.489;39.572.117
42;252380;-1.963.506;39.572.028
42;252390;-1.963.523;39.571.939
42;252400;-1.963.541;39.571.849
42;252410;-1.963.558;39.571.760
42;252420;-1.963.575;39.571.671
42;252430;-1.963.592;39.571.582
42;252440;-1.963.610;39.571.493
42;252450;-1.963.627;39.571.404
42;252460;-1.963.644;39.571.315
42;252470;-1.963.662;39.571.226
42;252480;-1.963.679;39.571.137
42;252490;-1.963.696;39.571.048
42;252500;-1.963.713;39.570.958
42;252510;-1.963.731;39.570.869
42;252520;-1.963.748;39.570.780
42;252530;-1.963.765;39.570.691
42;252540;-1.963.782;39.570.602
42;252550;-1.963.800;39.570.513
42;252560;-1.963.817;39.570.424
42;252570;-1.963.834;39.570.335
42;252580;-1.963.851;39.570.246
42;252590;-1.963.869;39.570.157
42;252600;-1.963.886;39.570.067
42;252610;-1.963.903;39.569.978
42;252620;-1.963.921;39.569.889
42;252630;-1.963.938;39.569.800
42;252640;-1.963.955;39.569.711
42;252650;-1.963.972;39.569.622
42;252660;-1.963.990;39.569.533
42;252670;-1.964.007;39.569.444
42;252680;-1.964.024;39.569.355
42;252690;-1.964.041;39.569.266
42;252700;-1.964.059;39.569.176
42;252710;-1.964.076;39.569.087
42;252720;-1.964.093;39.568.998
42;252730;-1.964.110;39.568.909
42;252740;-1.964.128;39.568.820
42;252750;-1.964.145;39.568.731
42;252760;-1.964.162;39.568.642
42;252770;-1.964.180;39.568.553
42;252780;-1.964.197;39.568.464
42;252790;-1.964.214;39.568.375
42;252800;-1.964.231;39.568.285
42;252810;-1.964.249;39.568.196
42;252820;-1.964.266;39.568.107
42;252830;-1.964.283;39.568.018
42;252840;-1.964.300;39.567.929
42;252850;-1.964.318;39.567.840
42;252860;-1.964.335;39.567.751
42;252870;-1.964.352;39.567.662
42;252880;-1.964.369;39.567.573
42;252890;-1.964.387;39.567.484
42;252900;-1.964.404;39.567.394
42;252910;-1.964.421;39.567.305
42;252920;-1.964.439;39.567.216
42;252930;-1.964.456;39.567.127
42;252940;-1.964.473;39.567.038
42;252950;-1.964.490;39.566.949
42;252960;-1.964.508;39.566.860
42;252970;-1.964.525;39.566.771
42;252980;-1.964.542;39.566.682
42;252990;-1.964.559;39.566.593
42;253000;-1.964.577;39.566.503
42;253010;-1.964.594;39.566.414
42;253020;-1.964.611;39.566.325
42;253030;-1.964.628;39.566.236
42;253040;-1.964.646;39.566.147
42;253050;-1.964.663;39.566.058
42;253060;-1.964.680;39.565.969
42;253070;-1.964.698;39.565.880
42;253080;-1.964.715;39.565.791
42;253090;-1.964.732;39.565.702
42;253100;-1.964.749;39.565.612
42;253110;-1.964.767;39.565.523
42;253120;-1.964.784;39.565.434
42;253130;-1.964.801;39.565.345
42;253140;-1.964.818;39.565.256
42;253150;-1.964.836;39.565.167
42;253160;-1.964.853;39.565.078
42;253170;-1.964.870;39.564.989
42;253180;-1.964.887;39.564.900
42;253190;-1.964.905;39.564.811
42;253200;-1.964.922;39.564.721
42;253210;-1.964.939;39.564.632
42;253220;-1.964.957;39.564.543
42;253230;-1.964.974;39.564.454
42;253240;-1.964.991;39.564.365
42;253250;-1.965.008;39.564.276
42;253260;-1.965.026;39.564.187
42;253270;-1.965.043;39.564.098
42;253280;-1.965.060;39.564.009
42;253290;-1.965.077;39.563.920
42;253300;-1.965.095;39.563.830
42;253310;-1.965.112;39.563.741
42;253320;-1.965.129;39.563.652
42;253330;-1.965.146;39.563.563
42;253340;-1.965.164;39.563.474
42;253350;-1.965.181;39.563.385
42;253360;-1.965.198;39.563.296
42;253370;-1.965.216;39.563.207
42;253380;-1.965.233;39.563.118
42;253390;-1.965.250;39.563.029
42;253400;-1.965.267;39.562.939
42;253410;-1.965.285;39.562.850
42;253420;-1.965.302;39.562.761
42;253430;-1.965.319;39.562.672
42;253440;-1.965.336;39.562.583
42;253450;-1.965.354;39.562.494
42;253460;-1.965.371;39.562.405
42;253470;-1.965.388;39.562.316
42;253480;-1.965.405;39.562.227
42;253490;-1.965.423;39.562.138
42;253500;-1.965.440;39.562.048
42;253510;-1.965.457;39.561.959
42;253520;-1.965.474;39.561.870
42;253530;-1.965.492;39.561.781
42;253540;-1.965.509;39.561.692
42;253550;-1.965.526;39.561.603
42;253560;-1.965.544;39.561.514
42;253570;-1.965.561;39.561.425
42;253580;-1.965.578;39.561.336
42;253590;-1.965.595;39.561.247
42;253600;-1.965.613;39.561.157
42;253610;-1.965.630;39.561.068
42;253620;-1.965.647;39.560.979
42;253630;-1.965.664;39.560.890
42;253640;-1.965.682;39.560.801
42;253650;-1.965.699;39.560.712
42;253660;-1.965.716;39.560.623
42;253670;-1.965.733;39.560.534
42;253680;-1.965.751;39.560.445
42;253690;-1.965.768;39.560.356
42;253700;-1.965.785;39.560.266
42;253710;-1.965.802;39.560.177
42;253720;-1.965.820;39.560.088
42;253730;-1.965.837;39.559.999
42;253740;-1.965.854;39.559.910
42;253750;-1.965.872;39.559.821
42;253760;-1.965.889;39.559.732
42;253770;-1.965.906;39.559.643
42;253780;-1.965.923;39.559.554
42;253790;-1.965.941;39.559.465
42;253800;-1.965.958;39.559.376
42;253810;-1.965.975;39.559.286
42;253820;-1.965.992;39.559.197
42;253830;-1.966.010;39.559.108
42;253840;-1.966.027;39.559.019
42;253850;-1.966.044;39.558.930
42;253860;-1.966.061;39.558.841
42;253870;-1.966.079;39.558.752
42;253880;-1.966.096;39.558.663
42;253890;-1.966.113;39.558.574
42;253900;-1.966.130;39.558.485
42;253910;-1.966.148;39.558.395
42;253920;-1.966.165;39.558.306
42;253930;-1.966.182;39.558.217
42;253940;-1.966.200;39.558.128
42;253950;-1.966.217;39.558.039
42;253960;-1.966.234;39.557.950
42;253970;-1.966.251;39.557.861
42;253980;-1.966.269;39.557.772
42;253990;-1.966.286;39.557.683
42;254000;-1.966.303;39.557.594
42;254010;-1.966.320;39.557.504
42;254020;-1.966.338;39.557.415
42;254030;-1.966.355;39.557.326
42;254040;-1.966.372;39.557.237
42;254050;-1.966.389;39.557.148
42;254060;-1.966.407;39.557.059
42;254070;-1.966.424;39.556.970
42;254080;-1.966.441;39.556.881
42;254090;-1.966.458;39.556.792
42;254100;-1.966.476;39.556.703
42;254110;-1.966.493;39.556.613
42;254120;-1.966.510;39.556.524
42;254130;-1.966.527;39.556.435
42;254140;-1.966.545;39.556.346
42;254150;-1.966.562;39.556.257
42;254160;-1.966.579;39.556.168
42;254170;-1.966.597;39.556.079
42;254180;-1.966.614;39.555.990
42;254190;-1.966.631;39.555.901
42;254200;-1.966.648;39.555.812
42;254210;-1.966.666;39.555.722
42;254220;-1.966.683;39.555.633
42;254230;-1.966.700;39.555.544
42;254240;-1.966.717;39.555.455
42;254250;-1.966.735;39.555.366
42;254260;-1.966.752;39.555.277
42;254270;-1.966.769;39.555.188
42;254280;-1.966.786;39.555.099
42;254290;-1.966.804;39.555.010
42;254300;-1.966.821;39.554.921
42;254310;-1.966.838;39.554.831
42;254320;-1.966.855;39.554.742
42;254330;-1.966.873;39.554.653
42;254340;-1.966.890;39.554.564
42;254350;-1.966.907;39.554.475
42;254360;-1.966.924;39.554.386
42;254370;-1.966.942;39.554.297
42;254380;-1.966.959;39.554.208
42;254390;-1.966.976;39.554.119
42;254400;-1.966.994;39.554.030
42;254410;-1.967.011;39.553.940
42;254420;-1.967.028;39.553.851
42;254430;-1.967.045;39.553.762
42;254440;-1.967.063;39.553.673
42;254450;-1.967.080;39.553.584
42;254460;-1.967.097;39.553.495
42;254470;-1.967.114;39.553.406
42;254480;-1.967.132;39.553.317
42;254490;-1.967.149;39.553.228
42;254500;-1.967.166;39.553.139
42;254510;-1.967.183;39.553.049
42;254520;-1.967.201;39.552.960
42;254530;-1.967.218;39.552.871
42;254540;-1.967.235;39.552.782
42;254550;-1.967.252;39.552.693
42;254560;-1.967.270;39.552.604
42;254570;-1.967.287;39.552.515
42;254580;-1.967.304;39.552.426
42;254590;-1.967.321;39.552.337
42;254600;-1.967.339;39.552.248
42;254610;-1.967.356;39.552.158
42;254620;-1.967.373;39.552.069
42;254630;-1.967.390;39.551.980
42;254640;-1.967.408;39.551.891
42;254650;-1.967.425;39.551.802
42;254660;-1.967.442;39.551.713
42;254670;-1.967.460;39.551.624
42;254680;-1.967.477;39.551.535
42;254690;-1.967.494;39.551.446
42;254700;-1.967.511;39.551.357
42;254710;-1.967.529;39.551.267
42;254720;-1.967.546;39.551.178
42;254730;-1.967.563;39.551.089
42;254740;-1.967.580;39.551.000
42;254750;-1.967.598;39.550.911
